AEECLSID_PORT0SERIAL,0x0103f434,system,componentservices
AEECLSID_COREGRIDDATAKEYEVENTHANDLER,0x01053bfc,languages,trigplayer
AEEIID_EGLGETCOLORBUFFER,0x0103d8ef,system,brewcore
AEECLSID_RANDOMPORT,0x0102acaa,system,brewcore
AEECLSID_SUPPSVC_NOTIFIER,0x0101317f,system,brewcore
AEEIID_IHostSocket,0x0103d707,system,brewcore
AEEIID_CACHINGRESFILE,0x0103c09f,languages,trigplayer
AEECLSID_OATMediaPMD,0x0108aa97,media,multimedia
AEECLSID_REMOVE_TEST_APP1,0x0103a757,system,brewcore
AEECLSID_VFSINTEGER,0x0102e0ec,languages,trigplayer
AEECLSID_ASExtObjE,0x0108bc0a,languages,flash
AEECLSID_ASExtObjD,0x0108bb7d,languages,flash
AEECLSID_ASExtObjF,0x0108bc0b,languages,flash
AEECLSID_POSDET_312,0x01001059,system,brewcore
AEECLSID_ASExtObjC,0x010886e0,languages,flash
AEECLSID_ASExtObjB,0x0108a55e,languages,flash
AEECLSID_StreamARC4,0x0102ccc9,system,componentservices
AEECLSID_OATTEXT,0x01010014,system,brewcore
AEEIID_MEMRGNSVCCORE,0x01031e1a,system,componentservices
AEECLSID_MemPool,0x010451b5,testframeworks,uitf
AEECLSID_STREAM_SOBER,0x0102d182,deprecated,legacybrewcrypto
AEECLSID_OATSMS,0x0101f51f,telephony,sms
AEECLSID_TEXTFORMATTER_1,0x0102b94c,system,locales
AEECLSID_OATDISPATCHER,0x0104495b,system,brewcore
AEECLSID_DLLMODLOADER,0x0103ca02,system,brewcore
AEECLSID_Transition2_Resizer,0x0106f9ec,ui,widgets
AEECLSID_WORLDCLOCKACTOR,0x01035b3c,apps,softkeyappsuite
AEECLSID_MLOCALE1,0x0108b2b2,databases,icontacts
AEEIID_ISimulatorStatusBar,0x01041483,tools,simulator
AEECLSID_MLOCALE2,0x0108badc,databases,icontacts
AEEIID_IRemoteParameters1,0x0108cc23,system,concurrency
AEEIID_DLSLINKER,0x010301af,media,multimedia
AEEIID_IBTRemoteDisplayInitiator,0x01072521,connectivity,bluetooth
AEECLSID_OATIRESOURCESTATUSDELEGATE,0x0107cbb4,system,concurrency
AEECLSID_BACKLIGHT_KEYPAD,0x010308a4,hardware,backlight
AEECLSID_NetworkDebugSetService,0x010704da,system,brewcore
AEECLSID_SMSMAINCLIENT,0x0100500e,system,brewcore
AEECLSID_ACMPriorityValueService,0x0108c045,system,concurrency
AEECLSID_IPCSERVERXTN,0x01042c40,deprecated,isqldbcshim
AEECLSID_CONTENTHANDLERSPREVIEW,0x01071405,media,contentdrm
AEECLSID_CollectMods,0x0108e41f,security,modulemanager
AEECLSID_PICKWIDGET_1,0x01028e1c,ui,widgets
AEEIID_ICipherWrapper,0x0102ccdf,system,componentservices
AEEIID_IMBMSControl,0x0105a6b4,system,brewcore
AEECLSID_BK_TEST_APP_1,0x01028863,system,brewcore
AEECLSID_DIB_20,0x0100102c,system,brewcore
AEECLSID_OATVOCODER,0x010128a9,system,brewcore
AEECLSID_MemShareGrpTCM,0x01060d25,system,componentservices
AEEIID_IvCard,0x0105ccd6,databases,vcard
